link,listed_by,station,rent,nightly_rate_needed,airdna_adr,margin,beds
https://openrent.co.uk/2917623,OpenRent,Tottenham Court Road,1100,79,384,-305,4
https://openrent.co.uk/2927604,OpenRent,Bayswater,1993,142,229,-87,2
https://openrent.co.uk/1772565,OpenRent,Kensington Olympia,2250,161,237,-76,2
https://openrent.co.uk/2818594,OpenRent,Kensington Olympia,2499,178,237,-58,2
https://openrent.co.uk/2839573,OpenRent,Kensington Olympia,2745,196,237,-41,2
https://zoopla.co.uk/to-rent/details/73372798,Angel Lettings,Holborn,2900,207,378,-171,2
https://onthemarket.com/details/19629593,OpenRent - UK,Kensington Olympia,3100,221,237,-16,2
https://zoopla.co.uk/to-rent/details/73414618,OpenRent,Bayswater,3200,229,229,0,2
https://openrent.co.uk/2918640,OpenRent,Bayswater,3200,229,314,-85,3
https://openrent.co.uk/1839391,OpenRent,Bond Street,3290,235,492,-257,2
https://openrent.co.uk/2923970,OpenRent,Regent Park,3400,243,495,-252,4
https://onthemarket.com/details/19662486,OpenRent - UK,Baker Street,3445,246,349,-103,2
https://zoopla.co.uk/to-rent/details/73411160,Goldman Greg Housing Management,Regent Park,3450,246,514,-268,3
https://openrent.co.uk/2447160,OpenRent,Kensington Olympia,3650,261,362,-101,3
https://openrent.co.uk/2824125,OpenRent,Covent Garden,3680,263,391,-128,2
https://zoopla.co.uk/to-rent/details/73412050,Berkeley & Woods,South Kensington,3700,264,229,35,2
https://openrent.co.uk/2898365,OpenRent,Holborn,3800,271,430,-159,4
https://onthemarket.com/details/17484354,Nest Seekers UK - Mayfair,South Kensington,3900,279,229,50,2
https://openrent.co.uk/2853799,OpenRent,Kensington Olympia,3900,279,362,-83,3
https://onthemarket.com/details/19640431,OpenRent - UK,Gloucester Road,4000,286,353,-67,2
https://openrent.co.uk/2657113,OpenRent,Kensington Olympia,4160,297,540,-243,4
https://openrent.co.uk/2908562,OpenRent,Kensington Olympia,4200,300,362,-62,3
https://openrent.co.uk/2878107,OpenRent,Covent Garden,4250,304,391,-87,2
https://openrent.co.uk/2891725,OpenRent,Kensington Olympia,4335,310,540,-230,4
https://openrent.co.uk/2820301,OpenRent,Marble Arch,4450,318,408,-90,2
https://zoopla.co.uk/to-rent/details/52552313,Jeffersons Estate Agents Limited,Victoria,4500,321,706,-385,3
https://onthemarket.com/details/19326361,OpenRent - UK,Victoria,4600,329,706,-377,3
https://openrent.co.uk/2923019,OpenRent,Regent Park,4600,329,495,-166,4
https://zoopla.co.uk/to-rent/details/72961598,Century 21 London Central,Marble Arch,4750,339,408,-69,2
https://zoopla.co.uk/to-rent/details/73412872,Oakford Estates Ltd,Regent Park,4767,340,514,-174,3
https://zoopla.co.uk/to-rent/details/70947567,Capital Estate London,Victoria,4800,343,356,-13,2
https://openrent.co.uk/2925109,OpenRent,Kensington Olympia,4800,343,540,-197,4
