link,listed_by,station,rent,nightly_rate_needed,airdna_adr,margin,beds
https://openrent.co.uk/2956406,OpenRent,King's Cross St Pancras,2300,164,255,-91,2
https://zoopla.co.uk/to-rent/details/73672511,Frestons,Marylebone,2600,186,299,-113,2
https://onthemarket.com/details/19894714,OpenRent - UK,Kensington Olympia,2800,200,237,-37,2
https://openrent.co.uk/2957899,OpenRent,Regent's Park,2925,209,514,-305,3
https://zoopla.co.uk/to-rent/details/67158963,Hemmingfords,Angel,3000,214,235,-21,2
https://zoopla.co.uk/to-rent/details/64712761,Stirling Ackroyd - Clerkenwell,Old Street,3200,229,235,-6,2
https://zoopla.co.uk/to-rent/details/59289742,RentLondonFlat,Oxford Circus,3380,241,408,-167,2
https://zoopla.co.uk/to-rent/details/65317893,Parkes Estate Agents,Gloucester Road,3450,246,538,-292,3
https://zoopla.co.uk/to-rent/details/54662480,Hurford Salvi Carr - Clerkenwell & City Lettings,Chancery Lane,3700,264,319,-55,2
https://zoopla.co.uk/to-rent/details/65046183,Century 21 London Central,Holborn,3795,271,609,-338,3
https://zoopla.co.uk/to-rent/details/55731848,Sandfords - Regent's Park,Baker Street,4008,286,474,-188,3
https://zoopla.co.uk/to-rent/details/73632625,UMS London,King's Cross St Pancras,4199,300,436,-136,4
https://zoopla.co.uk/to-rent/details/66376454,Emoov,Victoria,4250,304,356,-52,2
https://openrent.co.uk/1795815,OpenRent,Lancaster Gate,4350,311,462,-151,3
https://zoopla.co.uk/to-rent/details/73647747,Kinleigh Folkard & Hayward - Marylebone,Baker Street,4500,321,349,-28,2
https://openrent.co.uk/2959182,OpenRent,Goodge Street,4800,343,430,-87,4
https://onthemarket.com/details/19892578,OpenRent - UK,Goodge Street,4900,350,348,2,2
https://openrent.co.uk/2957622,OpenRent,Kensington Olympia,4980,356,540,-184,4
https://zoopla.co.uk/to-rent/details/73662633,Newington Real Estate Agents Limited,Regent's Park,4983,356,514,-158,3
https://zoopla.co.uk/to-rent/details/71144180,Kinleigh Folkard & Hayward - Marylebone,Baker Street,5200,371,349,22,2
https://zoopla.co.uk/to-rent/details/67760799,Winkworth - West End,Oxford Circus,5200,371,602,-231,3
https://zoopla.co.uk/to-rent/details/59165597,Robert Irving Burns,Oxford Circus,5200,371,1260,-889,4
https://zoopla.co.uk/to-rent/details/73651486,UKMate Ltd,Baker Street,5400,386,347,39,4
https://zoopla.co.uk/to-rent/details/73661708,AP REAL ESTATE SOLUTIONS LTD,Marylebone,7800,,,,6
https://openrent.co.uk/2959220,OpenRent,Victoria,8000,,,,3
https://onthemarket.com/details/19893523,Napier Watt - Mayfair,Marble Arch,11483,,,,3
https://zoopla.co.uk/to-rent/details/72799250,Marsh & Parsons - Chelsea,Victoria,12783,,,,5
