link,listed_by,station,rent,nightly_rate_needed,airdna_adr,margin,beds
https://openrent.co.uk/2954074,OpenRent,King's Cross St Pancras,900,64,487,-423,6
https://onthemarket.com/details/19866315,OpenRent - UK,Farringdon,1280,91,496,-405,4
https://openrent.co.uk/2951913,OpenRent,Baker Street,2750,196,349,-153,2
https://onthemarket.com/details/19865834,OpenRent - UK,Baker Street,3000,214,349,-135,2
https://openrent.co.uk/2907244,OpenRent,Regent's Park,3159,226,354,-128,2
https://openrent.co.uk/2954357,OpenRent,King's Cross St Pancras,3315,237,255,-18,2
https://openrent.co.uk/2676404,OpenRent,Angel,3400,243,329,-86,3
https://openrent.co.uk/2948972,OpenRent,Goodge Street,3500,250,348,-98,2
https://openrent.co.uk/2955661,OpenRent,Regent's Park,3500,250,495,-245,4
https://openrent.co.uk/2954363,OpenRent,King's Cross St Pancras,3570,255,346,-91,3
https://openrent.co.uk/2954375,OpenRent,Regent's Park,3850,275,514,-239,3
https://openrent.co.uk/2955675,OpenRent,King's Cross St Pancras,4200,300,346,-46,3
https://openrent.co.uk/2937777,OpenRent,Regent's Park,4600,329,495,-166,4
https://openrent.co.uk/2955698,OpenRent,Victoria,4800,343,356,-13,2
https://openrent.co.uk/739322,OpenRent,King's Cross St Pancras,5000,357,436,-79,4
https://openrent.co.uk/2954309,OpenRent,King's Cross St Pancras,5430,388,436,-48,4
https://openrent.co.uk/1651262,OpenRent,Lancaster Gate,6500,464,462,2,3
https://openrent.co.uk/2952924,OpenRent,Regent's Park,6700,479,585,-106,5
https://openrent.co.uk/2951246,OpenRent,Oxford Circus,7900,,,,3
